id_cliente,uf,municipio,segmento_cliente,natureza_juridica,fonte_cliente,cnae_codigo,cnae_descricao,capital_social,idade_cnpj,serasa_contagem_negativacoes,serasa_contagem_protestos,serasa_credores,serasa_socio_tem_negativacao,ifood_contagem_avaliacoes,ifood_faixa_preco,google_maps_avaliacao,google_maps_contagem_avaliacoes,google_maps_tem_website,inadimplente,tem_google_maps,tem_ifood,tem_credores
5974597075117,PE,JABOATAO DOS GUARARAPES,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,25000.0,6500.0,0.0,0.0,0,0.0,0.0,0,4.25,75.0,1.0,0.0,1,0,0
5974662545581,CE,FORTALEZA,Churrascaria,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,85000.0,16500.0,0.0,0.0,0,0.0,2.5,$,0.0,7500.0,1.0,0.0,1,1,0
5975395565741,CE,FORTALEZA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,17500.0,16500.0,0.0,0.0,0,1.0,25.0,$,0.0,400.0,1.0,0.0,1,1,0
5975483842733,CE,FORTALEZA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,6500.0,0.0,0.0,0,1.0,0.0,$,0.0,0.0,0.0,0.0,0,1,0
5975648141485,CE,FORTALEZA,Churrascaria,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,85000.0,16500.0,0.0,0.0,0,0.0,0.0,$,0.0,3750.0,1.0,0.0,1,1,0
5975656431789,CE,FORTALEZA,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,1750.0,6500.0,0.0,0.0,0,0.0,1750.0,$$$,0.0,3750.0,1.0,0.0,1,1,0
5976456233133,CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,10.91-1-01,Fabricação de produtos de panificação industrial,9000.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5976595300525,PE,RECIFE,Bar,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",9000.0,16500.0,0.0,0.0,0,0.0,40.0,$$,4.25,1750.0,1.0,0.0,1,1,0
5977049956525,PE,RECIFE,Japonês & Chinês & Asiático,206-2 - Sociedade Empresária Limitada,Fonte 5,47.29-6-99,Comércio varejista de produtos alimentícios em geral ou especializado em produtos alimentícios não especificados anteriormente,9000.0,6500.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5977527484589,CE,HORIZONTE,Lanches & Salgados,206-2 - Sociedade Empresária Limitada,Fonte 5,10.99-6-99,Fabricação de outros produtos alimentícios não especificados anteriormente,40000.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5977692274861,CE,EUSEBIO,Cozinha Industrial,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,85000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5980479389869,PE,JABOATAO DOS GUARARAPES,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,60000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5980962455725,PE,CABO DE SANTO AGOSTINHO,Atacarejo & Supermercado,206-2 - Sociedade Empresária Limitada,Fonte 5,47.11-3-02,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - supermercados",1750.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0
5980997517485,PE,CARPINA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",600000.0,6500.0,2.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5981825106093,PE,CARPINA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",4000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5981912498349,CE,BEBERIBE,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,150000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5981987307693,CE,FORTALEZA,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,4000.0,6500.0,0.0,0.0,0,1.0,40.0,$$$,0.0,7500.0,1.0,0.0,1,1,0
5982045339821,CE,FORTALEZA,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,5500000.0,16500.0,2.0,0.0,Saúde,0.0,0.0,0,0.0,15.0,1.0,0.0,1,0,1
5982068408493,CE,FORTALEZA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,9000.0,6500.0,14.0,0.0,Comunicação,0.0,2.5,$$$,0.0,15000.0,1.0,0.0,1,1,1
5982116348077,PE,JABOATAO DOS GUARARAPES,Hotel,213-5 - Empresário (Individual),Fonte 5,96.09-2-99,Outras atividades de serviços pessoais não especificadas anteriormente,17500.0,6500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0
5982912446637,CE,FORTALEZA,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,9000.0,6500.0,0.0,4.0,0,1.0,0.0,0,0.0,1750.0,1.0,0.0,1,0,0
5982930043053,CE,FORTALEZA,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,600000.0,16500.0,6.0,0.0,0,1.0,0.0,0,0.0,3750.0,1.0,0.0,1,0,0
5983037063341,CE,FORTALEZA,Hotel,206-2 - Sociedade Empresária Limitada,Fonte 5,55.10-8-01,Hotéis,60000.0,16500.0,2.0,0.0,Alimentos e Bebidas,0.0,0.0,0,0.0,1750.0,1.0,0.0,1,0,1
5983064719533,PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.20-1-01,Fornecimento de alimentos preparados preponderantemente para empresas,9000.0,16500.0,10.0,0.0,Bancos e Financeiro,1.0,0.0,0,3.5,250.0,1.0,0.0,1,0,1
5983936905389,PE,OLINDA,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",9000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5984178241709,PE,PAULISTA,Padaria,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,9000.0,6500.0,3.0,1.0,"Alimentos e Bebidas, Alimentos e Bebidas, Financeiro",1.0,0.0,0,3.5,2.5,1.0,0.0,1,0,1
5984202588333,PE,JABOATAO DOS GUARARAPES,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,47.81-4-00,Comércio varejista de artigos do vestuário e acessórios,150000.0,6500.0,0.0,2.0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0
5987953410221,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,150000.0,6500.0,0.0,0.0,0,0.0,75.0,$,4.25,400.0,1.0,0.0,1,1,0
5988308943021,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",85000.0,16500.0,2.0,0.0,0,1.0,25.0,$$$$$,4.25,625.0,1.0,0.0,1,1,0
5989091049645,CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,17500.0,16500.0,0.0,0.0,0,0.0,2.5,$,0.0,0.0,0.0,0.0,0,1,0
5989312725165,CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,40000.0,16500.0,0.0,0.0,0,1.0,0.0,$,0.0,0.0,0.0,0.0,0,1,0
5989374099629,CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,85000.0,6500.0,16.0,0.0,Tecnologia,0.0,2.5,$,0.0,1750.0,1.0,0.0,1,1,1
5989393596589,CE,MARACANAU,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,600000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5989399920813,CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",40000.0,16500.0,0.0,0.0,0,0.0,0.0,0,3.5,250.0,1.0,0.0,1,0,0
5989486493869,CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,600000.0,16500.0,0.0,0.0,0,0.0,350.0,$$$$,0.0,0.0,0.0,1.0,0,1,0
5989494980781,CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 1,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,60000.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5989568774317,CE,FORTALEZA,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,25000.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5989577556141,PE,RECIFE,Padaria,213-5 - Empresário (Individual),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,17500.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5989643485357,PE,CABO DE SANTO AGOSTINHO,Mercearia & Mercado,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",9000.0,6500.0,0.0,0.0,0,0.0,0.0,0,3.5,15.0,1.0,1.0,1,0,0
5990274793645,PE,LIMOEIRO,Bar,213-5 - Empresário (Individual),Fonte 5,56.11-2-01,Restaurantes e similares,60000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5990325452973,PE,JABOATAO DOS GUARARAPES,Padaria,213-5 - Empresário (Individual),Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,25000.0,6500.0,0.0,1.0,0,1.0,0.0,0,4.25,15.0,1.0,0.0,1,0,0
5990327517357,PE,IPOJUCA,Hotel,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,55.90-6-99,Outros alojamentos não especificados anteriormente,85000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5990548537517,PE,CARUARU,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,150000.0,6500.0,2.0,0.0,0,0.0,0.0,0,4.75,1750.0,1.0,0.0,1,0,0
5990629965997,CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,40000.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,3750.0,1.0,0.0,1,0,0
5990675284141,PE,RECIFE,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,25000.0,16500.0,36.0,1.0,"Alimentos e Bebidas, Alimentos e Bebidas, Alimentos e Bebidas",0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1
5992423719085,PE,RECIFE,Doces & Confeitaria,213-5 - Empresário (Individual),Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",17500.0,6500.0,1.0,0.0,Telecomunicações,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,1
5995751571629,PE,RECIFE,Pizza & Massas,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,150000.0,6500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5995896733869,CE,FORTALEZA,Japonês & Chinês & Asiático,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,9000.0,6500.0,2.0,1.0,0,0.0,15.0,$,0.0,25.0,1.0,0.0,1,1,0
5996647514285,PE,RECIFE,Doces & Confeitaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.99-6-99,Fabricação de outros produtos alimentícios não especificados anteriormente,12500.0,6500.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
5996888064173,PE,OLINDA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,60000.0,16500.0,0.0,0.0,0,0.0,0.0,0,4.25,75.0,1.0,0.0,1,0,0
5997662011565,PE,OLINDA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,17500.0,6500.0,0.0,0.0,0,0.0,350.0,$$$,4.25,625.0,1.0,0.0,1,1,0
5997707690157,PE,PAULISTA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,25000.0,6500.0,0.0,3.0,0,0.0,0.0,0,4.25,25.0,1.0,0.0,1,0,0
5998572404909,CE,MARACANAU,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,60000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6000332800173,CE,EUSEBIO,Padaria,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,47.21-1-02,Padaria e confeitaria com predominância de revenda,85000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0
6001175298221,PE,RECIFE,Bar,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,17500.0,6500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,1.0,0,0,0
6004073922733,CE,FORTALEZA,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,17500.0,16500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6004320895149,PE,RECIFE,Restaurante Brasileiro,213-5 - Empresário (Individual),Fonte 5,56.11-2-03,"Lanchonetes, casas de chá, de sucos e similares",2500.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6004900921517,PE,CARUARU,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 5,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,85000.0,6500.0,2.0,0.0,0,1.0,0.0,0,4.25,3750.0,1.0,0.0,1,0,0
6005139407021,PE,IGARASSU,Padaria,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 5,10.91-1-01,Fabricação de produtos de panificação industrial,60000.0,16500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6005146976429,PE,RECIFE,Pizza & Massas,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 1,56.11-2-01,Restaurantes e similares,85000.0,6500.0,0.0,0.0,0,0.0,0.0,$,4.25,250.0,1.0,0.0,1,1,0
6005161394349,PE,JABOATAO DOS GUARARAPES,Padaria,230-5 - Empresa Individual de Responsabilidade Limitada (de Natureza Empresária),Fonte 2,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,150000.0,16500.0,0.0,1.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6005341421741,CE,FORTALEZA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,2500.0,6500.0,0.0,0.0,0,1.0,0.0,$,0.0,0.0,0.0,0.0,0,1,0
6006190211245,PE,CARUARU,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,56.11-2-01,Restaurantes e similares,25000.0,6500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6006210592941,PE,RECIFE,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 5,45.20-0-01,Serviços de manutenção e reparação mecânica de veículos automotores,150000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6006887186605,PE,CARUARU,Padaria,206-2 - Sociedade Empresária Limitada,Fonte 4,10.91-1-02,Fabricação de produtos de padaria e confeitaria com predominância de produção própria,9000.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6006945611949,PE,PAULISTA,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 5,47.21-1-03,Comércio varejista de laticínios e frios,60000.0,16500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6007073079469,CE,FORTALEZA,Restaurante Brasileiro,206-2 - Sociedade Empresária Limitada,Fonte 1,56.11-2-01,Restaurantes e similares,17500.0,6500.0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
6007116071085,PE,CARUARU,Mercearia & Mercado,206-2 - Sociedade Empresária Limitada,Fonte 5,47.12-1-00,"Comércio varejista de mercadorias em geral, com predominância de produtos alimentícios - minimercados, mercearias e armazéns",4000.0,16500.0,0.0,0.0,0,1.0,0.0,0,0.0,0.0,0.0,0.0,0,0,0
